Date,YY,MM,godas_5,godas_15,godas_25
1980-01-01,1980,1,6.033166503906273,6.034692382812523,6.039270019531273
1980-02-01,1980,2,4.060144042968773,4.054040527343773,4.060144042968773
1980-03-01,1980,3,2.9996276855468977,2.9981018066406477,2.9981018066406477
1980-04-01,1980,4,3.9762207031250223,3.9350219726562727,3.9243408203125223
1980-05-01,1980,5,7.023492431640648,6.625238037109398,5.990441894531273
1980-06-01,1980,6,10.426324462890648,9.367333984375025,7.140985107421898
1980-07-01,1980,7,14.947625732421898,12.002587890625025,8.032128906250023
1980-08-01,1980,8,16.195825195312523,13.311822509765648,9.788476562500025
1980-09-01,1980,9,16.365197753906273,16.058496093750023,12.109399414062525
1980-10-01,1980,10,12.603814697265648,12.374932861328148,11.862207031250025
1980-11-01,1980,11,9.707604980468773,9.721337890625025,9.732019042968773
1980-12-01,1980,12,7.568261718750023,7.565209960937523,7.571313476562523
1981-01-01,1981,1,5.256463623046898,5.254937744140648,5.254937744140648
1981-02-01,1981,2,3.4772583007812727,3.4772583007812727,3.4772583007812727
1981-03-01,1981,3,2.9660583496093977,2.9660583496093977,2.9630065917968977
1981-04-01,1981,4,4.098291015625023,4.086083984375023,4.072351074218773
1981-05-01,1981,5,6.793084716796898,6.631341552734398,6.431451416015648
1981-06-01,1981,6,12.117028808593773,10.919183349609398,8.140466308593773
1981-07-01,1981,7,15.640405273437525,14.219750976562525,9.919702148437525
1981-08-01,1981,8,17.589013671875023,15.399316406250025,11.343377685546898
1981-09-01,1981,9,16.204980468750023,15.785363769531273,12.164331054687525
1981-10-01,1981,10,10.810845947265648,10.760491943359398,10.673516845703148
1981-11-01,1981,11,8.511285400390648,8.517388916015648,8.521966552734398
1981-12-01,1981,12,5.836328125000023,5.839379882812523,5.845483398437523
1982-01-01,1982,1,4.031152343750023,4.025048828125023,4.020471191406273
1982-02-01,1982,2,2.5235534667968977,2.5266052246093977,2.5220275878906477
1982-03-01,1982,3,2.3190856933593977,2.3312927246093977,2.3572326660156477
1982-04-01,1982,4,3.6664672851562727,3.6924072265625223,3.7824340820312727
1982-05-01,1982,5,5.598291015625023,5.030633544921898,4.621697998046898
1982-06-01,1982,6,9.956323242187525,9.478723144531273,8.555535888671898
1982-07-01,1982,7,15.133782958984398,11.883569335937525,8.360223388671898
1982-08-01,1982,8,15.718225097656273,11.073297119140648,6.724420166015648
1982-09-01,1982,9,14.146508789062525,12.168908691406273,8.032128906250023
1982-10-01,1982,10,10.310327148437525,9.437524414062525,6.684747314453148
1982-11-01,1982,11,8.055017089843773,7.696435546875023,6.968560791015648
1982-12-01,1982,12,6.922784423828148,6.909051513671898,6.843438720703148
1983-01-01,1983,1,5.760034179687523,5.747827148437523,5.729516601562523
1983-02-01,1983,2,3.9502807617187727,3.9380737304687727,3.9304443359375223
1983-03-01,1983,3,3.2483764648437727,3.2483764648437727,3.2483764648437727
1983-04-01,1983,4,3.4787841796875227,3.4452148437500227,3.4162231445312727
1983-05-01,1983,5,5.729516601562523,5.366357421875023,5.370935058593773
1983-06-01,1983,6,11.025994873046898,8.070275878906273,8.196923828125023
1983-07-01,1983,7,14.968988037109398,10.284387207031273,9.579431152343773
1983-08-01,1983,8,15.292474365234398,13.252313232421898,9.765588378906273
1983-09-01,1983,9,15.713647460937525,14.695855712890648,11.521936035156273
1983-10-01,1983,10,12.620599365234398,12.440545654296898,11.227410888671898
1983-11-01,1983,11,10.374444580078148,10.377496337890648,10.382073974609398
1983-12-01,1983,12,7.578942871093773,7.578942871093773,7.574365234375023
1984-01-01,1984,1,5.257989501953148,5.257989501953148,5.261041259765648
1984-02-01,1984,2,4.194421386718773,4.192895507812523,4.194421386718773
1984-03-01,1984,3,3.4009643554687727,3.4055419921875227,3.4070678710937727
1984-04-01,1984,4,3.8282104492187727,3.8144775390625223,3.8160034179687727
1984-05-01,1984,5,5.967553710937523,5.813439941406273,5.729516601562523
1984-06-01,1984,6,10.284387207031273,9.239129638671898,8.079431152343773
1984-07-01,1984,7,15.751794433593773,11.866784667968773,8.219812011718773
1984-08-01,1984,8,17.753808593750023,9.387170410156273,6.634393310546898
1984-09-01,1984,9,14.734002685546898,9.315423583984398,5.607446289062523
1984-10-01,1984,10,11.108392333984398,10.356134033203148,7.594201660156273
1984-11-01,1984,11,9.857141113281273,9.832727050781273,9.289483642578148
1984-12-01,1984,12,7.678125000000023,7.659814453125023,7.636926269531273
1985-01-01,1985,1,5.807336425781273,5.807336425781273,5.804284667968773
1985-02-01,1985,2,4.174584960937523,4.176110839843773,4.176110839843773
1985-03-01,1985,3,3.7854858398437727,3.7885375976562727,3.7885375976562727
1985-04-01,1985,4,4.391290283203148,4.311944580078148,4.188317871093773
1985-05-01,1985,5,6.977716064453148,6.663385009765648,6.216271972656273
1985-06-01,1985,6,10.910028076171898,10.406488037109398,7.957360839843773
1985-07-01,1985,7,14.149560546875025,11.758447265625025,8.113000488281273
1985-08-01,1985,8,16.749749755859398,10.893243408203148,6.802239990234398
1985-09-01,1985,9,16.046289062500023,14.805718994140648,9.521447753906273
